1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
system,no_sent,no_corefs,sent_sentim_0,sent_sentim_1,sent_sentim_2,sent_sentim_3,sent_sentim_4,tok_sentim_0,tok_sentim_1,tok_sentim_2,tok_sentim_3,tok_sentim_4,no_openie,NUMBER,PERSON,LOCATION,DATE,ORGANIZATION,MISC,DURATION,TIME,SET,ORDINAL,MONEY,PERCENT,named_entities,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,LS,MD,NN,NNS,NNP,NNPS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,SYM,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB,``,0,,,'',:,,,$,-LRB-,-RRB-,-LCB-,-RCB-,Attribution[S][N],Background[N][S],Background[S][N],Cause[N][S],Cause[S][N],Comparison[N][N],Comparison[N][S],Condition[N][S],Condition[S][N],Contrast[N][N],Contrast[N][S],Contrast[S][N],Elaboration[N][S],Enablement[N][S],Enablement[S][N],Evaluation[N][S],Evaluation[S][N],Explanation[N][S],Joint[N][N],same-unit[N][N],Summary[N][S],Temporal[N][N],Temporal[N][S],Temporal[S][N],textual-organization[N][N]
d30050t.CLASSY11,3,4,2,1,0,0,0,0,0,112,2,0,9,0,9,0,0,9,3,0,0,0,0,0,0,21,3,0,10,0,0,10,10,0,1,0,0,15,4,21,1,0,3,0,1,2,0,0,0,0,6,0,5,2,2,2,1,4,0,0,0,0,1,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,0,0,0,0,0,0,10
d30055t.CLASSY11,3,7,0,3,0,0,0,0,2,109,2,0,32,1,5,3,4,7,4,2,0,0,0,0,0,26,1,3,9,0,0,14,10,0,0,0,0,19,3,20,1,0,8,0,2,0,0,0,0,0,3,0,4,3,2,1,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,6
d31050t.DPP,5,8,0,5,0,0,0,0,0,127,0,0,20,3,9,4,4,6,1,7,0,0,0,0,0,34,5,5,8,0,0,12,4,0,0,0,0,12,10,21,1,0,0,3,1,4,1,0,0,0,4,0,2,6,2,8,0,3,1,0,0,0,0,5,9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,2,0,0,0,0,0,0,12
d30029t.CLASSY11,4,0,0,4,0,0,0,0,6,96,4,0,19,4,2,6,1,7,1,0,1,0,0,0,0,22,2,4,13,1,0,12,8,0,0,0,1,15,7,15,0,0,0,1,0,4,0,0,1,0,0,0,1,7,0,3,2,0,0,0,0,2,0,4,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,2,0,0,0,0,0,0,11
d31043t.CLASSY04,4,4,1,2,1,0,0,0,3,112,2,0,16,0,6,3,3,2,1,0,0,0,1,0,0,16,2,0,16,0,0,13,8,1,0,0,1,26,1,19,0,0,4,2,0,0,0,0,1,0,3,0,3,6,2,0,0,0,0,1,0,0,0,3,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,11
d30001t.RegSum,4,8,1,3,0,0,0,0,4,151,2,0,53,2,20,1,4,2,1,0,0,0,0,0,0,30,5,2,13,0,0,16,10,0,0,0,1,26,13,30,0,0,2,1,1,1,0,0,0,0,6,0,7,6,4,3,4,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,2,0,0,0,0,0,0,15
d30006t.Submodular,4,4,0,4,0,0,0,0,0,120,4,0,39,1,0,0,10,2,0,3,0,0,0,0,0,16,2,4,17,0,0,13,9,0,0,0,4,22,8,5,1,0,0,4,0,2,0,0,0,0,6,0,8,4,1,2,1,2,0,0,0,0,0,4,4,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,14
d30033t.ICSISumm,3,5,0,2,0,1,0,0,2,98,3,0,8,1,2,0,6,3,1,0,0,1,0,0,2,16,1,4,11,0,0,9,8,0,0,0,3,17,8,8,0,0,0,1,1,3,0,0,0,0,3,0,6,3,2,1,1,0,3,0,0,0,0,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,4,0,0,0,0,0,0,13
d30045t.RegSum,6,6,0,5,1,0,0,0,0,135,5,0,36,0,0,4,1,17,0,0,0,0,0,0,0,22,5,0,10,0,0,15,4,1,3,0,2,22,9,26,0,0,3,0,2,2,0,0,1,0,0,0,2,6,5,3,3,1,2,0,0,2,0,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,13
d30015t.DPP,5,8,0,4,1,0,0,1,1,113,1,1,25,0,7,8,8,2,6,0,1,0,0,0,0,32,4,1,9,0,0,13,13,0,0,0,0,12,5,22,1,0,0,4,1,2,0,0,1,0,5,0,4,7,2,1,3,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,0,0,0,0,0,0,0,10
d30055t.Submodular,4,6,0,4,0,0,0,0,0,118,2,0,57,1,7,1,4,7,0,1,0,0,1,0,0,22,3,2,14,0,0,12,9,0,1,0,2,18,5,16,0,0,2,1,0,3,0,0,0,0,5,0,6,4,2,3,1,1,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,12
d30050t.DPP,4,8,1,3,0,0,0,0,0,116,4,0,5,0,7,1,1,2,2,0,0,0,0,0,0,13,3,0,11,0,0,12,8,0,1,0,2,13,4,13,1,0,1,6,3,4,0,0,0,0,6,0,8,4,1,2,1,3,1,1,0,0,0,4,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,3,0,0,0,0,0,0,14
d30051t.RegSum,5,9,0,5,0,0,0,0,19,129,2,0,38,1,2,7,4,3,12,0,0,0,1,0,0,30,3,2,13,0,0,22,15,0,0,0,1,23,18,21,0,0,0,0,1,2,0,0,0,0,1,0,2,9,4,3,0,0,0,1,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,8
d31026t.CLASSY11,4,3,0,3,0,1,0,0,3,101,7,0,16,1,4,3,2,4,6,0,1,0,0,0,0,21,2,1,11,0,0,13,6,0,0,0,3,11,2,18,3,0,0,5,1,3,0,0,0,0,2,0,5,2,4,3,0,4,0,1,0,1,0,4,6,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,9
d31008t.OCCAMS_V,6,5,0,3,1,2,0,0,1,112,4,0,30,3,7,3,0,9,0,3,0,0,0,0,0,25,3,4,8,1,0,14,5,0,0,0,0,13,8,15,0,0,3,3,1,2,0,0,0,0,2,0,0,7,3,5,2,1,0,0,0,0,1,6,8,1,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,12
d30003t.RegSum,6,4,0,4,2,0,0,0,10,138,1,0,62,0,13,7,5,0,9,1,0,0,0,0,0,35,3,1,12,0,0,21,16,0,0,0,0,21,4,27,0,0,1,3,1,1,0,0,0,0,5,0,5,8,4,4,0,1,0,1,0,0,0,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,2,1,0,0,0,0,0,0,0,11
d30002t.DPP,6,4,0,5,0,1,0,1,1,115,0,0,50,5,3,12,8,0,3,0,0,0,0,3,0,34,2,8,9,0,0,15,6,1,0,0,1,14,9,20,1,0,0,2,1,1,0,0,0,0,2,0,2,6,0,4,1,0,1,0,0,0,0,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,9
d30036t.Submodular,5,5,0,5,0,0,0,0,1,117,5,0,51,1,4,0,5,3,10,0,0,0,1,0,0,24,2,2,16,0,0,15,11,0,0,0,3,12,6,18,0,0,0,3,2,0,0,0,0,0,2,0,4,7,2,3,1,1,0,0,0,1,0,5,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,10
d30046t.ICSISumm,8,4,0,5,3,0,0,0,4,114,1,1,17,0,8,1,2,5,0,0,1,0,0,0,0,17,3,0,15,0,0,13,6,0,0,0,2,16,3,20,1,0,0,1,1,2,0,0,0,0,2,0,6,6,1,0,2,0,1,0,0,0,2,7,8,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,11
d30036t.RegSum,5,7,0,2,1,2,0,0,0,151,14,1,40,1,14,6,7,2,13,3,0,0,0,0,0,46,3,2,16,0,0,20,14,0,0,0,1,18,7,36,2,0,1,3,0,6,0,0,1,0,4,0,2,8,4,2,0,1,0,1,1,1,0,5,7,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,2,1,2,0,0,0,0,0,0,13
d30024t.ICSISumm,4,7,0,4,0,0,0,1,1,104,2,0,26,0,7,2,3,3,3,0,0,0,0,0,0,18,2,0,14,0,0,15,7,0,0,0,2,18,3,14,2,0,1,1,2,0,0,0,1,0,3,0,4,4,3,1,0,2,1,1,0,0,0,4,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,12
d30029t.Submodular,6,6,0,4,0,2,0,0,5,109,4,1,24,5,2,0,3,1,2,0,1,0,1,0,0,15,5,5,10,1,1,9,11,0,0,0,1,18,13,10,0,0,0,2,0,0,0,0,2,0,2,0,2,11,1,3,3,0,0,0,0,1,0,6,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,14
d31031t.Submodular,4,5,1,2,1,0,0,0,0,117,1,1,18,2,1,0,1,7,5,2,0,0,0,0,0,18,4,4,12,0,0,16,5,0,0,0,1,15,6,9,5,0,0,5,1,2,0,0,0,0,3,0,3,8,5,2,0,3,1,0,0,2,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,4,0,0,0,0,0,2,0,0,0,0,0,0,0,10
d30048t.Submodular,4,4,0,4,0,0,0,0,5,109,3,0,29,3,3,6,2,7,3,0,0,0,0,3,2,29,4,6,13,0,0,11,8,1,0,0,2,16,2,17,1,0,2,2,1,2,2,0,0,0,5,0,5,4,0,5,0,2,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,10
d30048t.CLASSY11,4,1,0,4,0,0,0,0,1,109,3,0,22,0,3,4,2,6,0,4,0,0,0,3,0,22,6,2,16,1,0,12,9,1,0,0,2,14,4,14,1,0,1,0,0,5,1,0,0,0,0,0,3,1,3,2,0,3,0,0,0,0,0,4,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,6
d30024t.Submodular,5,4,0,4,1,0,0,0,0,115,2,0,38,4,3,0,2,1,6,2,0,0,1,0,0,19,3,5,13,0,0,18,4,0,0,0,1,13,8,5,6,0,1,2,3,8,0,0,0,0,4,0,5,5,2,2,1,1,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,1,1,0,0,0,0,0,0,0,10
d30002t.CLASSY11,4,3,0,4,0,0,0,0,7,96,0,0,49,5,4,1,3,0,0,4,0,0,0,0,0,17,2,5,7,0,0,17,3,3,1,0,0,14,8,7,0,0,1,0,0,3,0,0,0,0,5,0,2,5,2,7,3,0,1,1,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,1,0,0,0,0,0,0,11
d30015t.RegSum,5,6,0,5,0,0,0,0,0,143,4,0,27,0,16,9,2,5,7,1,0,0,0,0,0,40,4,0,10,0,0,13,12,0,0,0,1,14,7,42,1,0,2,2,1,2,0,0,1,0,5,0,5,5,5,1,3,1,0,1,0,0,0,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,14
d30011t.CLASSY11,5,5,0,5,0,0,0,0,1,104,5,0,27,0,11,2,7,0,0,1,0,0,0,0,0,21,2,3,3,0,0,15,8,0,0,0,0,12,7,24,0,0,3,2,1,2,0,0,0,0,1,0,1,6,4,5,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,1,1,0,0,0,0,0,0,10
d30022t.OCCAMS_V,5,4,0,3,1,1,0,0,1,99,1,0,36,0,6,5,4,5,8,0,1,0,1,0,0,30,6,1,8,0,0,10,6,0,1,0,0,11,7,20,2,0,2,2,1,1,0,0,1,0,2,0,3,4,1,3,2,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,8
d30055t.ICSISumm,4,3,1,3,0,0,0,0,3,104,4,0,24,1,10,1,3,9,4,0,0,0,0,0,0,28,3,1,8,0,0,10,8,0,0,0,2,12,2,24,1,0,2,2,1,3,0,0,0,0,9,0,9,4,0,0,0,1,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,7
d31022t.CLASSY04,4,2,0,3,1,0,0,0,3,112,3,0,44,5,0,0,2,0,2,0,1,0,1,0,0,11,3,5,13,0,0,13,11,1,1,0,0,22,10,3,0,0,1,0,0,2,0,1,0,0,3,0,2,7,6,4,0,0,1,1,0,0,1,3,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,2,1,0,0,0,0,0,0,16
d30053t.RegSum,7,7,0,4,3,0,0,0,4,128,2,0,49,0,11,14,3,3,6,0,0,0,0,0,0,37,2,0,14,0,0,15,7,0,0,0,0,18,5,34,3,0,2,0,0,2,0,0,0,0,5,0,3,4,5,0,1,3,0,1,0,0,0,7,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,1,0,12
d30044t.ICSISumm,5,4,0,5,0,0,0,0,3,107,2,0,33,0,6,7,3,4,4,0,0,0,0,0,0,24,2,1,6,0,0,14,4,0,0,0,1,17,6,18,1,0,1,1,1,1,1,0,1,0,5,0,3,3,6,4,0,2,1,0,0,0,1,5,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,12
d30036t.DPP,5,2,0,4,0,1,0,0,3,116,3,1,17,0,11,6,5,3,10,0,0,0,0,0,0,35,2,1,15,0,0,14,4,0,0,0,2,14,1,30,1,1,1,1,0,0,0,0,2,0,2,0,2,3,3,3,1,5,2,0,1,0,0,5,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,2,0,0,0,0,0,0,13
d30048t.CLASSY04,4,2,0,4,0,0,0,0,3,105,1,0,56,0,3,4,6,5,3,0,0,0,0,3,0,24,1,2,14,0,0,13,10,0,1,0,2,17,6,16,0,0,4,1,1,0,1,0,1,0,4,0,4,3,1,2,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,7
d30042t.CLASSY11,4,6,0,4,0,0,0,0,2,106,0,0,24,4,6,5,4,5,5,1,0,0,0,0,0,30,0,7,8,0,0,15,4,0,0,0,0,12,10,20,0,0,1,0,1,0,0,0,0,0,7,0,3,5,2,2,1,1,2,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,9
d31043t.DPP,6,2,0,5,0,1,0,0,3,113,2,1,26,1,11,2,8,1,0,1,0,0,0,0,0,24,3,2,12,1,0,16,10,0,0,0,0,18,3,19,0,1,1,0,1,1,0,0,0,0,2,0,2,7,1,4,0,4,0,1,0,0,0,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,1,0,1,0,0,0,0,0,0,11
d31038t.RegSum,6,4,0,6,0,0,0,0,3,135,3,1,65,4,15,10,5,2,6,0,0,0,0,0,0,42,5,5,10,0,0,17,12,0,0,0,0,9,10,31,2,0,3,0,0,1,0,0,0,0,3,0,3,5,5,4,0,5,1,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,3,0,0,0,0,0,1,0,11
d31008t.DPP,5,2,1,3,0,1,0,1,7,128,2,0,26,3,8,2,2,0,0,4,1,0,0,0,0,20,2,5,10,0,0,13,5,0,0,0,1,17,7,12,0,0,3,6,1,5,0,0,0,0,3,0,3,11,2,11,0,2,1,3,0,1,0,5,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,2,3,0,0,0,0,0,0,19
d30022t.CLASSY04,4,5,0,4,0,0,0,0,1,120,3,0,18,2,0,2,5,0,0,0,0,0,0,0,0,9,3,3,11,0,0,16,10,0,0,0,3,20,7,7,0,0,2,1,2,0,0,0,2,0,6,0,7,5,2,6,0,1,0,0,0,0,1,3,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,11
d30033t.RegSum,6,3,0,3,1,2,0,0,0,124,8,0,30,4,2,3,8,4,1,0,0,0,1,0,12,35,1,12,12,0,0,14,11,0,2,0,0,27,6,13,0,0,0,0,3,1,0,1,0,0,4,0,1,6,5,0,0,1,1,0,0,0,0,6,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,11
d31013t.DPP,4,3,1,3,0,0,0,0,0,117,1,0,37,1,5,3,1,1,0,0,0,0,1,0,0,12,2,2,12,0,0,16,7,0,0,0,0,21,13,11,0,0,0,1,1,2,0,0,0,0,4,0,2,2,2,5,2,3,0,1,0,0,0,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,1,0,0,0,0,0,0,9
d30042t.ICSISumm,3,5,0,3,0,0,0,0,4,102,1,0,27,3,18,4,4,2,4,0,0,0,0,0,0,35,1,5,7,0,0,15,4,0,0,0,1,13,5,28,0,0,0,1,1,2,0,0,0,0,3,0,1,2,3,3,2,2,0,0,0,0,1,3,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,7
d30003t.CLASSY11,4,4,0,3,1,0,0,0,11,97,1,0,32,0,7,3,3,0,3,0,0,0,0,0,0,16,4,1,6,0,0,16,7,0,0,0,0,19,3,12,0,0,2,2,1,2,0,0,0,0,4,0,5,5,4,3,0,3,0,1,0,0,0,4,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,11
d30040t.OCCAMS_V,8,3,0,5,3,0,0,0,4,104,2,0,47,0,0,9,0,0,5,1,1,0,1,0,0,17,2,0,9,1,0,12,9,0,0,0,2,15,7,9,2,0,0,0,0,5,0,0,1,0,4,0,5,3,2,5,1,4,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,12
d30048t.ICSISumm,5,4,0,5,0,0,0,0,1,110,2,0,21,2,6,7,2,4,0,0,0,0,0,3,0,24,2,4,15,1,0,13,7,0,1,0,1,16,6,19,0,0,3,0,0,2,1,0,0,0,1,0,2,1,1,3,0,6,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,2,0,0,0,0,0,0,0,9
d30017t.CLASSY11,4,4,0,4,0,0,0,1,6,101,2,1,42,1,0,9,2,0,2,2,0,0,0,0,2,18,4,3,6,0,0,15,10,2,0,0,1,13,6,12,0,0,0,2,2,7,0,0,1,0,2,0,3,4,0,2,3,2,0,0,0,0,1,4,5,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,10
d30026t.ICSISumm,4,3,0,3,0,1,0,0,0,102,4,0,25,0,0,0,0,10,5,0,0,0,0,0,0,15,3,0,11,0,0,14,8,0,0,0,0,18,6,12,1,0,1,1,1,3,0,1,0,0,5,0,4,2,5,1,1,2,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,8
d31026t.ICSISumm,5,4,0,4,1,0,0,0,3,101,2,0,20,2,2,3,2,4,8,0,1,0,0,0,0,22,1,2,18,0,0,12,7,0,1,0,0,13,2,19,3,1,0,2,0,1,0,0,0,0,2,0,1,6,3,2,0,1,1,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,7
d30033t.CLASSY04,4,3,0,2,1,1,0,0,0,111,5,0,26,3,2,1,7,6,1,2,0,0,1,0,0,23,1,6,11,0,0,13,9,0,0,0,2,23,6,15,0,0,0,0,3,1,0,1,0,0,2,0,3,2,6,1,1,2,1,0,0,0,0,3,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,12
d30003t.OCCAMS_V,5,4,0,3,2,0,0,0,6,95,3,0,23,0,6,5,2,2,4,0,0,0,0,0,0,19,2,1,7,0,0,11,9,0,0,0,2,14,6,15,0,0,3,1,0,2,0,0,0,0,3,0,5,4,3,3,2,1,1,1,0,1,0,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,9
d30042t.DPP,4,7,0,4,0,0,0,0,4,117,0,0,23,2,8,4,3,7,4,0,0,0,0,0,0,28,1,3,13,0,0,19,5,0,0,0,2,17,6,20,0,0,0,1,0,3,0,0,0,0,5,0,5,2,3,5,3,3,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,12
d30011t.ICSISumm,5,4,0,4,1,0,0,0,2,105,3,0,28,1,10,3,6,0,1,1,0,0,0,0,0,22,3,4,5,0,0,13,10,0,0,0,0,12,3,21,0,0,2,2,2,1,0,0,0,0,2,0,1,5,2,5,0,5,1,0,0,0,1,5,4,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,13
d30026t.OCCAMS_V,7,4,0,4,1,2,0,0,0,111,3,0,30,1,0,0,1,17,2,0,0,0,0,0,0,21,4,1,8,0,0,12,8,0,0,0,1,15,5,18,2,0,4,1,3,3,0,0,2,0,3,0,2,4,3,1,0,3,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,9
d30024t.OCCAMS_V,5,7,0,5,0,0,0,0,2,115,2,0,31,1,9,2,2,1,2,0,0,0,1,0,0,18,3,2,12,0,0,10,7,0,0,0,1,16,6,15,1,0,3,4,2,3,0,0,0,0,3,0,2,6,1,3,1,2,0,0,0,0,2,5,7,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,9
d30037t.ICSISumm,4,2,0,4,0,0,0,0,0,101,4,0,94,1,5,9,1,0,7,0,0,0,0,0,0,23,1,2,12,0,0,17,13,0,0,0,0,15,5,16,1,0,2,1,0,2,0,0,0,0,0,0,0,3,3,2,0,1,1,0,0,0,1,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,7
d30031t.CLASSY04,4,7,0,2,0,2,0,0,3,110,0,0,25,1,0,0,4,2,3,6,0,0,3,3,0,22,2,3,13,0,0,13,11,1,0,0,0,27,3,11,0,0,3,0,1,0,0,1,0,0,4,0,4,5,1,1,0,1,1,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,7
d30034t.OCCAMS_V,6,4,0,6,0,0,0,0,5,103,1,0,46,2,4,12,6,5,4,1,1,0,0,0,0,35,3,3,13,0,0,9,11,0,0,0,0,15,3,20,1,0,0,1,0,1,0,0,0,0,1,0,1,5,3,4,0,2,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,9
d30050t.Submodular,3,3,0,3,0,0,0,0,0,111,4,0,16,1,3,0,2,5,3,0,0,0,0,0,0,14,1,1,10,0,0,13,11,0,0,0,2,12,8,11,2,0,1,1,0,2,0,0,0,0,4,0,6,4,2,2,2,5,0,2,0,1,0,3,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,1,3,0,0,0,0,0,0,14
d30040t.Submodular,4,4,0,3,1,0,0,0,0,104,5,0,27,0,2,11,5,2,7,0,0,0,0,0,0,27,2,0,9,0,0,11,7,0,2,0,2,18,7,16,0,0,0,0,0,0,1,0,1,0,7,0,7,7,1,0,0,1,0,2,0,1,0,4,3,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,12
d30053t.DPP,5,3,0,3,2,0,0,0,1,111,1,0,51,0,4,7,4,7,7,0,0,0,0,0,0,29,2,0,12,0,0,15,12,0,0,0,2,9,8,20,1,0,0,0,0,5,0,0,0,0,3,0,4,2,1,4,2,2,1,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,7
