1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
system,no_sent,no_corefs,sent_sentim_0,sent_sentim_1,sent_sentim_2,sent_sentim_3,sent_sentim_4,tok_sentim_0,tok_sentim_1,tok_sentim_2,tok_sentim_3,tok_sentim_4,no_openie,NUMBER,PERSON,LOCATION,DATE,ORGANIZATION,MISC,DURATION,TIME,SET,ORDINAL,MONEY,PERCENT,named_entities,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,LS,MD,NN,NNS,NNP,NNPS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,SYM,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB,``,0,,,'',:,,,$,-LRB-,-RRB-,-LCB-,-RCB-,Attribution[S][N],Background[N][S],Background[S][N],Cause[N][S],Cause[S][N],Comparison[N][N],Comparison[N][S],Condition[N][S],Condition[S][N],Contrast[N][N],Contrast[N][S],Contrast[S][N],Elaboration[N][S],Enablement[N][S],Enablement[S][N],Evaluation[N][S],Evaluation[S][N],Explanation[N][S],Joint[N][N],same-unit[N][N],Summary[N][S],Temporal[N][N],Temporal[N][S],Temporal[S][N],textual-organization[N][N]
d30026t.RegSum,6,5,0,5,1,0,0,0,1,130,6,0,49,1,0,0,1,26,2,0,0,0,0,0,0,30,4,1,13,0,0,12,9,0,0,0,2,23,8,26,2,0,2,0,1,4,0,0,0,0,3,0,5,3,2,1,3,2,0,0,0,1,0,6,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,12
d30027t.CLASSY11,4,4,0,4,0,0,0,0,2,104,4,0,19,1,3,1,1,7,0,0,0,0,0,0,0,13,4,1,13,0,0,13,5,0,0,0,2,12,8,11,1,0,1,4,1,2,0,0,0,0,5,0,6,3,1,1,1,1,0,0,0,0,2,4,7,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,9
d30049t.CLASSY11,4,3,0,4,0,0,0,0,2,101,5,0,6,0,1,11,3,0,4,0,0,0,0,6,0,25,0,3,12,0,0,10,12,0,0,0,0,15,5,11,3,0,0,2,1,2,0,0,1,0,5,0,4,2,0,5,3,3,0,0,0,0,0,4,4,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,9
d30022t.ICSISumm,4,4,0,4,0,0,0,0,0,106,3,0,31,0,3,5,1,15,1,2,0,0,1,0,0,28,3,1,12,0,0,15,8,0,0,0,1,12,3,20,3,0,1,1,1,0,0,0,0,0,2,0,4,4,3,3,0,2,0,1,0,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,7
d30020t.CLASSY04,4,3,0,3,0,1,0,0,5,106,4,0,16,1,0,3,4,0,8,2,0,0,0,0,0,18,2,1,7,0,0,14,6,1,1,0,2,13,15,8,3,0,4,1,0,3,0,0,0,0,5,0,6,2,5,5,3,0,0,0,0,0,1,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,11
d30059t.CLASSY04,5,2,0,4,1,0,0,0,4,102,4,0,46,1,3,6,5,0,2,0,1,0,0,0,0,18,1,1,8,0,0,13,10,0,0,0,0,14,8,14,1,0,2,0,0,3,0,1,0,0,5,0,3,6,1,8,0,0,1,1,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,1,0,0,0,0,0,0,10
d31031t.ICSISumm,3,3,0,3,0,0,0,0,1,107,0,0,36,0,0,2,15,0,1,0,0,0,1,3,0,22,3,5,9,0,0,13,8,0,0,0,1,19,6,8,1,0,0,4,2,5,0,1,0,0,2,0,2,5,3,1,0,0,0,0,0,0,0,3,6,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,9
d31013t.CLASSY04,3,2,1,1,1,0,0,0,2,111,3,0,21,1,6,5,4,1,1,0,0,0,0,0,0,18,3,2,12,0,0,14,11,0,0,0,0,18,9,14,0,0,1,1,0,0,0,0,0,0,4,0,0,4,2,7,1,4,1,1,0,0,0,2,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,2,0,0,0,0,0,0,12
d30049t.OCCAMS_V,5,3,0,4,1,0,0,0,1,104,5,0,5,0,3,13,3,0,0,0,0,0,0,3,0,22,0,1,10,0,0,13,7,0,0,0,0,16,5,18,2,0,1,0,1,3,0,0,1,0,5,0,4,4,0,4,2,3,0,0,0,0,1,5,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,1,0,0,0,0,0,0,11
d30029t.RegSum,6,5,0,6,0,0,0,0,5,130,2,0,142,4,1,12,4,1,2,0,2,0,0,0,0,26,3,4,10,0,2,15,12,0,1,0,0,22,12,17,1,0,4,0,0,3,0,0,0,0,2,0,1,8,5,3,0,2,1,0,0,1,0,6,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,13
d31026t.CLASSY04,4,5,0,0,2,2,0,0,3,115,8,1,23,2,4,4,4,2,0,0,2,0,2,0,0,20,0,2,15,0,0,22,11,0,0,0,1,22,4,14,2,0,0,4,3,0,0,0,1,0,3,0,4,6,1,2,0,3,0,1,0,2,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,9
d30027t.Submodular,4,5,0,3,1,0,0,0,4,114,2,0,10,2,3,3,1,7,1,0,0,0,0,3,0,20,3,4,11,0,0,13,6,0,0,0,3,15,6,16,0,0,1,2,0,4,0,0,1,0,6,0,9,6,0,2,1,2,0,2,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,3,3,1,0,0,0,0,2,0,0,0,0,0,0,0,14
d30037t.CLASSY04,3,3,0,3,0,0,0,0,0,118,3,0,15,0,12,3,5,0,5,0,0,0,0,0,0,25,0,1,13,0,0,12,18,0,0,0,1,17,0,21,0,0,2,3,0,2,0,0,0,0,4,1,4,1,0,4,0,4,0,0,0,0,2,2,6,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,11
d30053t.Submodular,5,6,0,3,2,0,0,0,4,111,1,0,18,0,5,6,0,4,8,0,0,0,0,0,0,23,6,0,11,0,0,17,10,0,0,0,0,11,10,14,3,0,3,1,2,2,0,0,0,0,5,0,2,3,2,3,3,1,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,9
d30033t.Submodular,5,5,0,5,0,0,0,0,2,117,5,0,24,0,1,7,6,5,1,0,0,0,0,0,4,24,2,3,13,0,0,16,12,0,2,0,1,19,5,13,0,0,0,2,1,4,0,0,0,0,3,0,2,2,1,2,0,5,2,0,0,0,0,5,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8
d30027t.CLASSY04,3,4,1,2,0,0,0,0,6,109,2,0,8,1,5,3,1,3,2,0,0,0,1,3,0,19,3,3,16,0,0,16,5,0,0,0,0,15,5,13,1,0,0,1,3,5,0,0,1,0,1,0,4,6,3,2,1,1,0,0,0,0,1,2,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,7
d30017t.OCCAMS_V,6,3,0,6,0,0,0,1,5,101,4,0,36,1,0,2,1,2,4,2,0,0,0,0,2,14,2,2,12,0,0,14,11,1,0,0,0,17,14,4,0,0,1,2,0,3,0,0,0,0,1,0,0,2,3,4,2,3,0,0,0,0,1,6,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,1,0,0,0,0,0,0,9
d31032t.OCCAMS_V,7,2,0,6,1,0,0,0,5,108,0,0,21,0,6,2,4,3,0,2,0,0,0,0,0,17,3,2,9,0,0,7,5,0,0,0,0,16,4,13,0,0,2,3,3,2,3,0,3,0,5,0,4,5,2,1,1,6,0,0,0,0,2,7,3,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,3,0,0,0,0,0,0,0,12
d30051t.CLASSY04,3,2,0,3,0,0,0,0,5,117,1,0,27,2,3,3,5,1,2,3,0,0,1,0,0,20,4,3,12,0,0,18,6,0,1,0,0,21,14,9,0,0,1,0,2,1,0,0,0,0,5,0,2,7,1,4,0,0,0,2,0,0,0,2,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,2,1,0,0,0,0,0,0,11
d30026t.DPP,5,4,0,5,0,0,0,0,2,116,5,0,22,1,0,0,2,20,3,0,0,0,0,0,0,26,4,1,15,0,0,14,5,0,0,0,1,18,4,23,1,0,1,2,0,2,0,0,0,0,2,0,3,2,3,2,0,5,0,1,0,1,0,5,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,10
d30002t.ICSISumm,5,6,0,4,1,0,0,0,4,104,0,0,29,3,5,9,3,0,3,4,0,0,0,3,0,30,2,5,8,0,0,15,4,1,1,0,1,13,7,17,0,0,1,2,0,1,0,0,0,0,3,0,1,6,2,5,3,1,0,1,0,0,0,5,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,13
d30003t.ICSISumm,5,5,0,3,2,0,0,0,7,96,5,0,352,1,4,7,6,0,4,1,0,0,0,0,0,23,1,2,6,0,0,17,9,0,1,0,1,14,3,14,0,0,1,3,1,2,0,0,0,0,3,0,4,7,3,7,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,13
d30036t.CLASSY11,4,7,0,4,0,0,0,0,0,101,4,0,36,2,15,4,5,3,4,0,0,0,0,0,0,33,3,3,12,0,0,15,1,0,0,0,1,14,4,29,1,0,0,0,1,0,0,0,0,0,1,0,0,3,1,3,1,1,0,0,1,0,0,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6
d31013t.OCCAMS_V,4,3,1,1,2,0,0,0,0,107,2,0,20,1,7,6,0,1,0,2,0,0,0,0,0,17,2,1,10,0,0,14,8,0,0,0,1,15,10,15,0,0,2,2,0,0,0,0,0,0,1,0,2,4,1,6,2,3,0,1,0,0,0,4,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,10
d30015t.Submodular,4,6,0,4,0,0,0,0,2,106,2,1,18,0,9,5,1,5,4,0,1,0,0,0,0,25,3,0,12,0,0,12,10,0,0,0,0,11,5,21,0,0,0,3,1,1,0,0,1,0,6,0,5,6,4,1,2,0,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,2,0,0,0,0,0,0,0,9
d30003t.DPP,4,4,0,3,1,0,0,0,8,102,5,0,232,1,7,5,5,0,5,1,0,0,0,0,0,24,1,2,7,0,0,21,10,0,0,0,1,18,3,16,0,0,1,1,2,0,0,0,0,0,3,0,4,5,2,6,0,2,0,1,0,0,0,4,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,11
d30006t.DPP,5,6,0,4,1,0,0,0,2,124,6,0,25,0,2,0,1,3,0,6,0,0,1,0,2,15,4,2,16,0,0,20,8,1,0,0,4,24,11,6,0,0,1,5,0,1,0,0,1,0,3,0,4,2,1,1,4,2,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,3,0,0,1,0,0,0,2,0,1,0,0,0,0,12
d31026t.Submodular,5,11,0,1,2,2,0,1,1,128,3,1,21,2,5,4,5,6,2,3,2,0,0,0,0,29,1,3,13,0,0,19,7,0,0,0,2,12,4,19,4,0,0,9,2,4,0,0,0,0,4,0,5,1,2,2,3,5,1,1,0,2,0,5,3,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,3,0,0,0,0,0,0,0,13
d31001t.RegSum,5,6,1,3,1,0,0,0,6,128,1,0,48,1,5,2,2,9,0,0,0,0,0,0,0,19,2,0,12,0,0,15,13,0,0,0,1,19,15,19,0,0,1,3,2,1,0,0,0,0,1,0,4,7,4,2,1,3,1,0,0,0,0,4,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,1,0,0,0,0,0,0,13
d30049t.ICSISumm,3,3,0,3,0,0,0,0,3,98,6,0,22,1,6,9,2,0,2,0,0,0,0,3,0,23,1,2,12,0,0,12,10,0,0,0,1,17,5,16,1,0,2,1,1,2,0,0,1,0,4,0,4,2,2,3,0,3,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,8
d31008t.RegSum,5,2,1,3,1,0,0,1,7,125,3,1,38,1,8,1,2,1,1,5,1,0,0,0,0,20,5,3,10,0,0,11,8,0,0,0,1,18,11,12,0,0,2,3,1,4,0,0,0,0,4,0,4,9,2,10,3,0,0,3,0,1,0,5,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,5,3,0,0,0,0,0,0,19
d30007t.DPP,6,4,0,6,0,0,0,0,3,116,3,0,24,2,3,9,5,1,3,3,0,0,0,0,0,26,3,2,11,0,0,14,7,0,0,0,0,13,9,18,0,0,0,2,2,1,0,0,2,0,5,0,4,9,1,5,2,0,0,0,0,1,0,6,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,1,1,0,1,0,1,0,0,0,14
d31001t.CLASSY11,5,5,0,4,1,0,0,0,5,104,2,0,17,2,3,2,1,13,0,0,0,0,0,0,0,21,4,0,9,0,0,13,13,0,1,0,1,9,10,17,0,0,1,1,1,4,0,0,0,0,1,0,3,3,2,2,1,3,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,1,0,0,0,0,0,0,11
d30055t.RegSum,7,5,0,6,0,1,0,0,4,139,5,0,55,3,13,4,4,1,4,3,0,0,1,0,0,33,2,4,12,0,0,16,9,0,0,0,1,23,4,29,2,0,7,2,0,1,0,0,0,0,5,0,6,6,1,4,0,2,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,7,2,0,0,0,0,1,0,0,0,0,0,0,0,13
d31008t.ICSISumm,3,1,1,1,0,1,0,0,5,103,2,0,38,1,6,1,2,3,0,7,1,0,0,0,0,21,2,4,8,0,0,12,7,0,0,0,0,11,5,11,0,0,0,3,1,4,0,0,0,0,3,0,1,9,2,11,0,0,0,3,0,1,0,3,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,2,2,0,0,0,0,0,0,15
d30047t.CLASSY04,4,4,0,2,0,2,0,0,1,102,2,0,56,2,0,1,4,1,2,2,0,0,3,0,0,15,1,2,14,0,0,13,13,0,0,0,0,26,6,8,0,0,0,0,1,1,0,0,2,0,4,0,3,4,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,6
d30042t.OCCAMS_V,4,6,0,4,0,0,0,0,2,106,0,0,24,4,6,5,4,5,5,1,0,0,0,0,0,30,0,7,8,0,0,15,4,0,0,0,0,12,10,20,0,0,1,0,1,0,0,0,0,0,7,0,3,5,2,2,1,1,2,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,9
d30038t.CLASSY11,3,4,0,3,0,0,0,0,0,102,2,1,81,1,1,5,8,7,2,0,0,0,0,0,0,24,0,4,16,0,0,16,5,0,0,0,0,12,10,14,4,0,2,0,1,1,0,0,0,0,2,0,0,6,1,2,0,2,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,8
d31009t.RegSum,6,5,0,6,0,0,0,0,2,128,3,0,31,2,10,2,1,6,0,0,0,0,0,0,0,21,1,2,12,0,0,17,8,0,1,0,1,19,8,21,0,0,3,1,1,3,0,0,1,0,7,0,7,7,0,3,1,0,0,0,0,0,0,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,1,0,0,1,1,0,0,0,0,0,0,14
d30038t.ICSISumm,4,4,0,3,0,1,0,0,1,105,4,0,52,1,6,2,3,9,2,0,0,0,0,3,0,26,0,4,10,0,0,12,5,0,0,0,0,16,10,18,2,0,1,1,0,2,0,0,1,0,4,0,2,5,1,2,0,2,1,0,0,0,2,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,9
d31050t.CLASSY04,4,1,0,4,0,0,0,0,0,103,4,0,41,3,3,5,5,2,1,4,0,0,0,0,0,23,2,5,7,0,0,15,9,0,0,0,1,16,10,14,0,0,1,1,0,2,0,0,0,0,5,0,4,5,2,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,9
d30053t.OCCAMS_V,6,3,0,5,1,0,0,0,6,104,2,0,48,0,7,5,2,0,6,0,0,0,0,0,0,20,1,0,13,0,0,12,6,0,0,0,3,14,3,16,2,0,1,3,0,5,0,0,1,0,5,0,6,3,1,2,1,2,0,0,0,0,2,6,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,9
d30028t.RegSum,6,9,0,6,0,0,0,0,3,142,1,0,57,1,8,18,4,0,12,0,0,0,0,0,0,43,3,1,5,0,0,18,16,0,0,0,1,13,7,33,0,0,1,2,1,3,0,0,1,0,5,0,6,5,7,2,1,6,1,0,0,0,0,6,1,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,1,0,0,0,0,0,0,0,15
d31038t.CLASSY11,3,3,0,3,0,0,0,0,2,100,2,0,39,3,7,11,4,6,2,1,0,0,0,0,0,34,4,4,9,0,0,12,2,0,0,0,0,6,6,25,4,0,1,0,1,0,0,0,0,0,2,0,2,5,3,3,1,2,2,0,0,0,0,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,1,0,0,0,0,0,0,9
d30024t.RegSum,7,8,1,6,0,0,0,1,1,151,3,0,60,2,8,2,4,2,8,2,0,0,0,0,0,28,3,2,17,0,0,20,17,0,1,0,1,18,9,19,4,0,3,1,3,3,0,0,1,0,2,0,2,8,1,4,1,2,1,2,0,0,0,7,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,1,0,0,0,0,0,0,16
d30011t.DPP,5,3,0,4,1,0,0,0,3,114,5,0,15,1,8,0,7,0,0,3,0,0,1,0,0,20,6,5,7,0,0,17,11,0,0,0,0,18,5,14,0,0,0,3,2,2,0,0,0,0,2,0,1,8,2,6,0,4,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,13
d31013t.ICSISumm,4,3,1,2,0,1,0,0,0,108,2,0,44,1,8,3,0,3,1,0,0,0,0,0,0,16,2,1,10,0,0,12,9,0,0,0,2,15,11,14,0,0,0,3,0,1,0,0,0,0,1,0,3,2,2,4,2,4,1,1,0,0,0,4,6,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,10
d31043t.Submodular,4,4,0,4,0,0,0,0,2,112,1,0,37,1,8,0,8,0,1,1,0,0,0,0,0,19,2,3,14,0,0,17,12,0,0,0,0,19,3,11,0,0,0,0,1,0,0,0,0,0,4,0,4,4,3,7,0,3,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,8
d31001t.ICSISumm,5,4,0,5,0,0,0,0,8,103,1,0,12,0,6,2,1,7,0,4,0,0,0,0,0,20,3,1,9,0,1,14,7,0,2,0,2,11,9,17,0,0,1,2,1,2,0,0,1,0,0,0,4,2,4,4,1,3,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,1,0,0,0,0,0,0,14
d30024t.CLASSY11,4,6,0,4,0,0,0,0,3,105,2,0,22,2,5,2,2,2,4,0,0,0,2,0,0,19,1,4,14,0,0,17,8,0,0,0,0,17,3,13,1,0,2,3,2,2,0,0,0,0,2,0,1,5,1,3,0,3,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,10
d30036t.CLASSY04,3,2,0,1,0,2,0,0,0,105,9,1,10,2,2,4,6,2,5,1,0,0,0,0,0,22,3,3,12,1,0,17,9,1,0,0,1,15,8,16,1,0,1,1,0,3,0,0,1,0,1,0,1,4,3,2,0,2,0,1,1,1,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,7
d30051t.OCCAMS_V,4,4,0,4,0,0,0,0,9,99,1,0,30,3,5,0,3,3,10,0,0,0,1,0,0,25,2,5,9,0,0,16,8,0,0,0,0,17,10,17,0,0,0,0,1,1,0,0,1,0,0,0,0,4,2,4,0,1,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,8
d30050t.RegSum,4,9,1,3,0,0,0,0,1,144,5,0,30,0,15,2,1,8,5,0,0,0,0,0,0,31,8,0,7,0,0,8,14,0,2,0,0,9,10,34,3,0,3,1,3,3,0,0,1,0,7,0,5,2,3,3,6,1,0,2,0,0,0,4,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,3,2,0,0,0,0,0,0,15
d30050t.OCCAMS_V,5,5,1,1,2,1,0,0,1,108,3,1,22,0,7,2,1,5,3,0,0,0,0,0,0,18,2,0,12,0,0,11,9,1,1,0,1,14,2,15,3,0,3,2,2,4,0,0,0,0,5,0,4,0,2,2,4,3,0,0,0,1,0,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,10
d30049t.RegSum,6,6,0,4,1,1,0,0,3,163,6,0,40,0,4,23,4,1,4,0,0,0,0,0,0,36,4,0,14,0,0,13,20,0,0,0,2,15,9,34,3,0,2,1,0,4,1,0,1,0,8,0,9,5,4,7,3,2,0,0,0,0,0,6,3,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,8,4,0,0,0,1,2,0,0,0,0,0,0,0,20
d30010t.CLASSY04,4,4,0,4,0,0,0,0,2,109,1,1,36,2,0,4,6,5,1,0,0,0,0,0,0,18,3,3,10,0,0,12,6,1,2,0,0,16,11,12,1,0,3,0,1,4,0,0,2,0,3,0,3,7,0,3,0,0,0,1,0,1,0,3,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,2,1,0,0,0,0,0,0,11
d30034t.CLASSY04,4,3,0,4,0,0,0,0,3,100,0,0,63,2,0,6,5,1,7,0,0,0,0,0,0,21,2,2,7,0,0,15,12,2,0,0,0,12,12,13,0,0,0,0,2,2,0,0,0,0,2,0,2,7,2,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,2,0,0,0,0,0,0,0,10
d30051t.ICSISumm,3,4,1,2,0,0,0,0,7,100,0,0,24,3,2,0,6,2,8,3,0,0,1,0,0,25,2,8,10,0,0,14,6,0,1,0,0,14,9,12,1,0,1,0,0,1,0,0,1,0,2,0,0,5,5,3,0,1,0,1,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,11
d31026t.RegSum,6,13,0,4,1,1,0,0,1,137,4,0,23,2,4,9,8,6,8,3,2,0,0,0,0,42,3,5,13,0,0,16,7,0,0,0,2,14,2,32,4,0,0,5,2,1,0,0,0,0,3,0,4,7,3,1,1,3,0,1,0,1,0,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,11
d30029t.OCCAMS_V,5,1,0,3,2,0,0,0,6,101,3,0,31,6,5,5,2,4,2,0,1,0,0,0,0,25,2,6,7,0,0,12,6,0,1,0,1,15,9,16,0,0,1,1,0,3,0,0,0,0,1,0,1,7,3,7,0,0,0,0,0,2,0,5,2,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,1,2,0,0,0,0,0,0,13
d30056t.Submodular,4,4,0,4,0,0,0,0,3,112,1,0,26,2,3,7,4,1,2,2,0,0,0,0,0,21,2,2,12,0,0,16,7,0,0,0,0,17,8,14,0,0,2,2,0,0,0,0,1,0,3,0,1,9,2,8,0,0,0,0,0,1,0,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,3,0,0,0,0,0,0,14
d30055t.DPP,6,5,0,5,1,0,0,0,2,117,6,0,50,2,11,1,3,4,1,0,0,0,0,0,0,22,5,2,9,0,0,11,7,0,0,0,2,18,1,19,2,0,2,3,1,6,0,0,0,0,6,0,7,8,0,3,1,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,11
