,system_a,system_b,p_value
163,Humans_abstr_115,Humans_movi_111,3.44E-1
164,Humans_abstr_115,Humans_movi_112,5.75E-2
165,Humans_abstr_115,Humans_movi_113,4.95E-1
166,Humans_abstr_115,Humans_movi_114,3.44E-1
167,Humans_abstr_115,Humans_movi_115,6.88E-2
168,Humans_abstr_115,Machines_base_Centroid,2.28E-9
169,Humans_abstr_115,Machines_base_FreqSum,2.97E-10
170,Humans_abstr_115,Machines_base_GreedyKL,5.19E-10
171,Humans_abstr_115,Machines_base_LexRank,2.32E-8
172,Humans_abstr_115,Machines_base_TsSum,2.14E-9
173,Humans_abstr_115,Machines_soa_CLASSY04,3.63E-9
174,Humans_abstr_115,Machines_soa_CLASSY11,5.75E-9
175,Humans_abstr_115,Machines_soa_DPP,5.09E-10
176,Humans_abstr_115,Machines_soa_ICSISumm,1.43E-9
177,Humans_abstr_115,Machines_soa_OCCAMS_V,5.41E-8
178,Humans_abstr_115,Machines_soa_RegSum,1.41E-9
179,Humans_abstr_115,Machines_soa_Submodular,1.35E-7
186,Humans_duc_A,Humans_duc_B,7.89E-7
187,Humans_duc_A,Humans_duc_C,6.58E-7
188,Humans_duc_A,Humans_duc_D,2.51E-7
189,Humans_duc_A,Humans_duc_E,3.03E-7
190,Humans_duc_A,Humans_duc_F,3.59E-5
191,Humans_duc_A,Humans_duc_G,1.17E-3
192,Humans_duc_A,Humans_duc_H,1.17E-4
193,Humans_duc_A,Humans_movi_101,5.32E-7
194,Humans_duc_A,Humans_movi_102,1.97E-9
195,Humans_duc_A,Humans_movi_103,9.23E-9
196,Humans_duc_A,Humans_movi_104,1.54E-7
197,Humans_duc_A,Humans_movi_105,2.71E-7
198,Humans_duc_A,Humans_movi_110,2.56E-7
199,Humans_duc_A,Humans_movi_111,8.91E-9
200,Humans_duc_A,Humans_movi_112,4.51E-7
201,Humans_duc_A,Humans_movi_113,6.86E-8
202,Humans_duc_A,Humans_movi_114,9.52E-9
