system,IN_NN,PRP$,NNP_VB,VBN_VBG,VBG_VBD,VBG_VBG,CC_JJ,RB_TO,PRP$_NNP,VBP_CD,VBG_VBN,VB_JJR,COMMA_CLOSING_QUOT,WRB,WDT_MD,PERIOD,CC_TO,RB_COLON,VB_TO,VBZ_CD,NNS_WDT,WRB_TO,VBD_PERIOD,RB_JJR,RBR_CC,MONEY,no_corefs,VBN_COLON,VBN_JJ,PRP$_VBN,WP_VBP,Explanation[N][S],WP_VBZ,Enablement[N][S],NNP_CC,NNP_CD,MD_RB,JJR,RP_VBG,Joint[N][N],RBS_JJ,VBD_JJ,JJS_CD,IN_PRP$,NNS_COLON,NN_VB,IN_WDT,PRP$_NN,LOCATION,VB_IN,NN_PERIOD,COMMA_IN,VBD_RB,NN_DT,Background[S][N],WDT_RB,TO_DT,VBP_JJ,RP_PRP$,MD,Attribution[S][N],VB_NNS,Evaluation[N][S],VB_NNP,Contrast[S][N],NNS_NNS,JJS_JJ,CC_IN,VBP_TO,PRP$_NNS,RB_NNP,RB_MD,VBN,IN_RB,VBP,VBG_TO,tok_sentim_0,tok_sentim_1,tok_sentim_2,tok_sentim_3,tok_sentim_4,CD_VBN,DT_PERIOD,CD_VBG,CC_NN,NNPS_COMMA,VBP_PRP$,ORGANIZATION,NNS_TO,JJ_TO,PERSON,NNS_JJ,DT_NNS,IN_NNS,IN_NNP,DT_NNP,PRP_NN,VBD_DT,NNS_CC,JJS,no_sent,VBN_PRP,VBZ_COMMA,VBP_IN,COLON_VBN,NN_CC,COMMA_NNP,COMMA_NNS,NN_CD,VBG_PERIOD,DATE,DT_JJS,DT_JJR,WDT_VBD,RBR_PERIOD,NN_JJ,Enablement[S][N],NN_COMMA,NNP_NNS,NNP_NNP,VBG_RB,NN_JJR,CC_EX,RP_WRB,NNPS,VBN_CC,VBN_TO,COMMA_NN,IN_DT,CD_TO,VBZ_WRB,WDT_JJ,VBN_CD,NNS_-LRB-,WDT_PRP,CLOSING_QUOT_CC,RB_WRB,RP,VBD_CC,VBD_CD,NNP_-RRB-,CC_RB,PRP,RB,NNS_PERIOD,COMMA_PRP$,Condition[N][S],VBP_COMMA,PRP$_JJ,IN_PRP,NNS_VB,RB_NNS,VBG_WRB,PRP_VBD,DT_VBP,DT_NN,DT_VBZ,DT_VBG,DT_VBD,PRP_VBP,DT_VBN,PRP_VBZ,COLON_IN,COMMA_JJ,JJR_COMMA,PRP_VB,CC_VBZ,NN_WRB,RP_TO,NNP_PRP,CC_VBD,CC_VBG,-LRB-,COMMA_CC,CC_VBN,JJR_NNP,NNP_PERIOD,JJR_NNS,VBN_IN,EX,no_tokens,IN_WRB,NN,-RRB-,Contrast[N][S],CD_COLON,NN_NNS,NNPS_VBP,NN_NNP,PRP_COMMA,WDT_NNP,WDT_NNS,CD_CD,Contrast[N][N],CD_CC,IN_JJR,IN_JJS,VBD_WRB,JJR_NN,Temporal[N][N],POS_VBN,SET,PRP_MD,VBP_VBN,CC_VB,VBP_VBG,JJ_JJR,NNS_VBD,EX_VBZ,COMMA_WP$,EX_VBP,PDT,PERCENT,NN_NN,WRB_CD,NNS_RB,IN_COLON,VBP_NNS,DT_JJ,WP$_NN,same-unit[N][N],VBD_JJR,NN_IN,COMMA_DT,CC_DT,NN_VBN,NNS_PRP,COLON_JJ,NN_VBG,NN_VBD,WP_PRP,NN_VBZ,RB_RB,DURATION,TO_IN,NN_VBP,COMMA_VB,NN_COLON,JJ_PERIOD,PRP_RB,POS,IN_EX,COMMA,COLON_CD,RB_VBZ,NNPS_NNP,VBZ_VBG,JJ_COMMA,RB_VBP,DOLLAR,RBR,VBZ_VBN,VBZ_PRP$,CC_PRP$,RB_VBN,RB_VBG,RB_VBD,COMMA_WRB,CC_MD,VBD_NN,NNP_TO,CLOSING_QUOT,VBZ_TO,OPEN_QUOT,POS_NNS,NNS_WP,RB_PERIOD,COMMA_WDT,RP_NN,WP$,VBG_CC,JJR_JJ,VBG_CD,JJ,WP,NN_WDT,VB_DT,WRB_DT,TotalRST,PDT_DT,IN_DOLLAR,VBZ_JJ,NN_TO,DT_IN,PRP_IN,RBR_JJ,CC_CD,WP_RB,VB_COMMA,RB_DT,COLON_DT,NN_MD,CC_RBR,COLON_NNP,WDT_VBZ,CC_PRP,RB_VB,RP_PERIOD,COMMA_RB,NNPS_IN,IN_IN,JJ_RB,VBG_PRP$,COMMA_CD,VBD_NNS,VBD_NNP,WRB_RB,CD_COMMA,VBG_JJ,JJ_NNS,VB_VB,JJ_NNP,CD_IN,IN_WP,VBG_PRP,DT_RB,VBN_PRP$,CD_PERIOD,NN_PRP,VB_PRP$,sent_sentim_1,sent_sentim_0,sent_sentim_3,sent_sentim_2,sent_sentim_4,JJ_DT,RB_CC,MD_VB,Cause[N][S],RB_CD,VB_VBN,RP_JJ,VBG_NNS,WRB_NNP,WRB_NNS,NNP_NNPS,NNS_DT,VBZ_NN,OPEN_QUOT_NNP,TO_JJ,CC,VBP_DT,VBZ_RB,VBD_TO,CD,NNS_POS,IN_COMMA,VB_PERIOD,JJS_NNS,IN_VBZ,NNP_JJ,TO_CD,NNP,VBN_DT,JJR_TO,WDT_VBP,VBD_IN,IN_TO,PRP_CC,DT,FW,IN_PERIOD,-RRB-_NN,VBP_PERIOD,VBG_RP,VB,RB_JJ,Condition[S][N],NNS_RBR,IN,TO_NNP,TO_NNS,VBG_DT,RB_PRP,Summary[N][S],ORDINAL,VBZ_PRP,VB_RB,VBN_PERIOD,VB_RP,NN_RBR,NNS_WRB,NNP_IN,WDT,VBG,Temporal[N][S],IN_VBG,VBN_WRB,POS_NN,CC_JJR,IN_VBN,VBD,-LRB-_NNP,IN_VBP,JJ_CC,NNS,JJ_CD,COMMA_WP,NN_-RRB-,TO_NN,CD_NNS,CD_NNP,VBN_RB,NNP_NN,TO_PRP$,NN_POS,TO_VBG,RB_COMMA,VBN_RP,RB_PRP$,VBZ_RP,PRP_VBN,DT_RBS,VBN_VBN,NNS_MD,TO_RB,RBR_IN,RB_IN,DT_DOLLAR,RBR_VBN,VBP_PRP,DT_CD,DT_CC,NNS_COMMA,VBZ,RP_DT,VBP_RB,JJ_VBZ,CD_JJ,Temporal[S][N],COLON,JJ_VBN,VB_PRP,VBG_NN,JJ_VBG,JJ_VBD,PRP_DT,RBS,MISC,DOLLAR_CD,RB_NN,no_openie,-LRB-_JJ,JJ_JJ,JJR_IN,WRB_JJ,VB_VBG,VB_NN,VBZ_JJR,NN_WP,COMMA_TO,PRP_TO,NNS_VBP,Elaboration[N][S],NNP_MD,IN_CD,NNS_VBZ,VBD_PRP$,NNP_-LRB-,JJS_IN,NNS_VBG,COMMA_MD,NNS_VBN,DT_COMMA,VBN_NNP,VBP_NNP,VBN_COMMA,VBG_IN,POS_JJ,-RRB-_IN,VBD_VBN,VBD_VBG,IN_JJ,VBN_NN,NNP_RB,NNP_VBP,NNS_IN,NNP_VBZ,VB_JJ,TO_VB,WDT_DT,NUMBER,VBG_NNP,NNP_VBG,NNP_VBD,NNP_VBN,NNP_POS,NNP_COMMA,NN_RB,COMMA_VBD,PRP_PERIOD,JJ_IN,NNS_NN,TO,NNPS_PERIOD,VBZ_DT,CD_NN,VBZ_NNP,VBZ_NNS,VBP_NN,NN_PRP$,named_entities,VBG_COMMA,COMMA_JJS,VB_CD,VB_CC,NNP_DT,JJS_NN,RP_IN,VBN_NNS,COMMA_VBP,-LRB-_NN,CC_NNP,CC_NNS,COMMA_VBZ,WP_IN,VBZ_IN,COMMA_VBG,COMMA_PRP,WRB_PRP,COMMA_VBN,JJ_NN,Background[N][S],index,VBZ_AVG,RP_MAX,PDT_MAX,VB_AVG,PDT_MIN,-LRB-_AVG,PRP_MED,JJS_AVG,VBN_MED,VB_MED,CC_MIN,IN_MIN,NNS_AVG,RBS_MAX,EX_AVG,CC_AVG,FW_MAX,WP_MED,CD_AVG,IN_MAX,RP_AVG,PRP$_MIN,POS_MIN,RB_MAX,POS_MAX,WRB_AVG,PRP$_AVG,PRP$_MAX,-LRB-_MED,-RRB-_AVG,JJ_MED,JJR_MED,EX_MAX,WDT_MAX,WDT_MIN,TO_MAX,VBP_MED,NNPS_AVG,DT_AVG,NNPS_MAX,RB_MED,MD_MED,NN_AVG,VBD_MIN,VBG_MED,POS_MED,POS_AVG,VBG_AVG,JJ_AVG,FW_AVG,JJS_MAX,VBZ_MIN,DT_MED,NN_MIN,VBN_AVG,RBR_MED,NNS_MED,CC_MAX,CD_MED,VBZ_MAX,NNP_MAX,TO_MIN,NNPS_MIN,WRB_MAX,VBD_AVG,PDT_AVG,IN_MED,NN_MAX,PRP_MAX,RP_MED,CD_MAX,WRB_MIN,JJ_MAX,JJR_MAX,IN_AVG,VB_MIN,VBN_MIN,MD_MIN,DT_MIN,TO_MED,WP_MAX,NNP_MIN,RBS_AVG,RBR_AVG,VBN_MAX,WP_AVG,WP_MIN,EX_MED,JJ_MIN,-RRB-_MED,RB_AVG,WDT_AVG,VB_MAX,CD_MIN,PRP_MIN,PRP$_MED,-LRB-_MAX,NNP_AVG,JJR_AVG,WP$_AVG,NNS_MAX,RB_MIN,VBP_MIN,WP$_MAX,NNPS_MED,VBG_MIN,VBP_MAX,WDT_MED,VBD_MED,TO_AVG,-RRB-_MAX,VBG_MAX,MD_MAX,MD_AVG,WRB_MED,CC_MED,NNS_MIN,DT_MAX,VBP_AVG,PRP_AVG,JJS_MED,NNP_MED,NN_MED,VBD_MAX,WP$_MED,RBR_MAX,VBZ_MED
_movies_773501_109.txt,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,4,124,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,1,0,5,0,1,1,0,1,6,1,0,0,0,0,0,0,0,1,0,5,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,6,1,0,0,2,0,0,0,128,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,14,0,0,0,0,0,2,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,38,0,3,0,0,0,0,0,0,0,0,1,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,2,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,1,1527,0.8,0,0,0.4,0,1.2,0,0,0,0,0,0,1.6,0,0,0.8,0,0,0.6,4,0,0,0,0,0,0.2,1.2,2,0,0,3,0,0,0,0,1,0,0,2.8,0,0,0,3.8,0,0,0,0,0.4,3,0,0,0,2,2,0.2,0,2,1,1,2,4,0,0,1,0,0,2,6,1,0,1,0,5,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,3,2,0,0,3,0,0,0,0,0,1,0,0,0.2,0,1,0,0,0,1,0,5,0.4,0.2,0,2,3,0,0,0,1
_movies_30418893_109.txt,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,5,0,1,0,0,0,0,0,1,1,0,2,1,0,0,0,1,0,0,0,1,1,0,0,4,1,2,0,0,1,109,5,1,0,0,0,1,0,0,0,0,0,2,0,2,1,1,0,0,0,2,0,5,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,116,0,19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,0,7,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,1,0,10,1,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,13,2,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,44,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,336,1.2,0,1,0.6,0,0,0,0,0,0,0,2,1.4,0,0,1,0,0,0,4,0,0,0,1,0,0,0.6,1,0,0,2,0,0,0,0,1,0,0.2,3,1,0,0,3.8,0,0,0,0,0.4,2.4,0,0,0,3,2,0.8,0,2,2,0,3,6,0,0,0,0.2,0.2,2,8,0,0,0,0,4,0,2.6,0,0,0,1,1,1,0,0,0,3,0.2,0,0,1,0,0.2,0,2,0,0,1,0,1.4,0,0,2,0,0,0,0,0,1,0,0,0.8,0,1,1,0.4,0,1,0,4,0.4,0,0,0,3,1,0,0,1
_movies_25851079_109.txt,1,1,1,0,0,0,0,1,0,0,0,0,0,2,0,5,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,3,110,5,1,0,0,0,0,0,0,4,0,0,7,0,0,0,7,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,0,0,0,0,0,2,0,0,0,1,0,7,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,2,1,119,0,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,1,0,1,0,3,1,0,0,0,0,5,0,0,0,0,0,2,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,664,0.8,0,0,0.8,0,0,1,0,1,1,0,2,0.8,0,0.2,0.6,0,0,0.6,4,0,0,0,3,1,0.4,0.2,1,0,0,1,0,1,0,0,1,0,0,2.6,0,0,0,2.6,0,0,0,0.2,0.6,0.8,0,0,0,2,0,0.8,0,1,1,1,3,5,0,0,2,0.4,0,3,5,3,0,1,0,1,0,3,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0.8,0,2,0,0,0,0,3.4,0,0,2,0,0,0,0,0,1,0,0,0.4,0,2,0,0,0,1,0,6,0.4,1,0,3,2,2,0,0,0
_movies_2259783_109.txt,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,3,1,1,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,2,124,4,1,0,0,0,0,0,0,0,0,0,10,0,0,1,1,0,0,1,0,0,5,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,3,0,5,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,1,0,0,0,0,1,0,0,0,1,0,11,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,131,0,24,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,3,0,0,0,4,2,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,7,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,14,0,0,0,0,0,3,1,0,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,1,5,0,2,0,1,0,0,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,15,0,1,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,0,0,2,0,0,1,0,1,0,1,2,2,0,0,1,0,2,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,3,0,1190,0.8,1,0,0.6,0,0,0,0,0,0,0,1,0.8,0,0,0.8,0,0,0.2,5,0.2,0,0,2,1,0,0.6,1,0,0,2,0,0,1,0,1,0,0,2.8,0,1,0,4.8,0,1,0,0.2,1,1.6,0,0,0,3,3,0.4,0,1,1,0,2,5,0,0,0,0.6,0,3,7,1,0,1,0,2,0,2.8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.8,0.2,2,0,0,1,0,2.6,0,0,2,0,0,0,0,0,1,0,0,0.4,0,2,0,0,0,1,0,4,0.4,0.4,0,3,5,3,0,0,0
_movies_6647928_109.txt,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,0,3,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,3,0,0,6,111,5,1,0,0,0,0,0,0,0,0,0,4,0,1,1,1,0,0,0,0,0,4,0,1,1,0,1,0,0,0,0,3,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,1,0,0,0,0,0,7,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,123,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,2,0,4,2,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,8,1,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,16,0,0,0,0,0,4,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,1,1,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,3,0,0,1,0,1,0,1,1,0,0,0,0,0,4,0,1,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,6,0,351,1.5,0,0,1,0,0,0.5,0,0,1,0,3,1.5,0,0,1.25,0,0,0,5,0,0,0,2,1,0,1.25,3,0,0,2,0,0,0,0,2,0.5,0,4,0,0,0,4.5,0,0.5,0,0.25,0.75,2,0,0,0,3.5,4,0.25,0,1.5,2,0,3,3,0,0,0,0.25,0,4.5,6,1,0,0,0,3,1,4.25,0,0,0,3,1,1,0,0,0,1,0.25,0,0,1,0,0.5,0,2,0,0,1,0,1.5,0.25,0,3,0,0,0,0,0,2,0,0,1,0,2,0,0,0,1.5,0,6,0.75,0.5,0,1.5,4,1,0,0,1.5
_movies_35012909_109.txt,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,1,3,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,6,0,2,0,1,5,116,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,3,0,0,0,0,6,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,1,0,6,0,0,0,0,0,0,1,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,123,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,1,0,5,1,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,6,1,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,1,6,1,0,0,0,0,0,0,8,0,0,0,0,0,0,15,0,0,0,0,0,5,0,0,0,11,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,2,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,4,0,1,0,0,1,0,0,0,1,0,0,1,0,7,1,0,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2323,0,1,0,0.833333333333333,0,0,0,0,1,0.5,0,0,1.33333333333333,0,0,0.666666666666667,0,0,1,4,0.333333333333333,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0.166666666666667,2.5,1,0.5,0,2.66666666666667,0,0,0,0.166666666666667,0,1,0,0,0,2,1,1,0,1.5,2,1,0,4,0,0,0,1.33333333333333,0,1,6,0,0,2,0,2,0,1.83333333333333,0,0,0,0,1,1,0,0,0,3,0.166666666666667,0,0,0,0,0.5,0,2,0,0,0,0,1.33333333333333,0,0,3,0,0,0,0,0,1,0,1,1.16666666666667,0,0,0,0,0,0.5,0,5,0.333333333333333,0,0,0,2,4,0,0,0
