,system_a,system_b,p_value
242,Humans_duc_B,Machines_base_GreedyKL,7.79E-10
243,Humans_duc_B,Machines_base_LexRank,9.93E-10
244,Humans_duc_B,Machines_base_TsSum,7.57E-10
245,Humans_duc_B,Machines_soa_CLASSY04,1.00E-3
246,Humans_duc_B,Machines_soa_CLASSY11,4.57E-8
247,Humans_duc_B,Machines_soa_DPP,4.81E-1
248,Humans_duc_B,Machines_soa_ICSISumm,5.90E-7
249,Humans_duc_B,Machines_soa_OCCAMS_V,3.64E-5
250,Humans_duc_B,Machines_soa_RegSum,1.32E-9
251,Humans_duc_B,Machines_soa_Submodular,4.96E-1
260,Humans_duc_C,Humans_duc_D,1.02E-1
261,Humans_duc_C,Humans_duc_E,1.30E-1
262,Humans_duc_C,Humans_duc_F,6.54E-4
263,Humans_duc_C,Humans_duc_G,2.28E-3
264,Humans_duc_C,Humans_duc_H,2.31E-3
265,Humans_duc_C,Humans_movi_101,3.23E-2
266,Humans_duc_C,Humans_movi_102,1.58E-1
267,Humans_duc_C,Humans_movi_103,1.38E-1
268,Humans_duc_C,Humans_movi_104,2.96E-1
269,Humans_duc_C,Humans_movi_105,2.64E-1
270,Humans_duc_C,Humans_movi_110,1.10E-3
271,Humans_duc_C,Humans_movi_111,1.15E-4
272,Humans_duc_C,Humans_movi_112,3.80E-4
273,Humans_duc_C,Humans_movi_113,1.71E-6
274,Humans_duc_C,Humans_movi_114,3.12E-7
275,Humans_duc_C,Humans_movi_115,6.56E-8
276,Humans_duc_C,Machines_base_Centroid,6.93E-10
277,Humans_duc_C,Machines_base_FreqSum,7.29E-10
278,Humans_duc_C,Machines_base_GreedyKL,6.90E-10
279,Humans_duc_C,Machines_base_LexRank,8.28E-10
280,Humans_duc_C,Machines_base_TsSum,6.70E-10
281,Humans_duc_C,Machines_soa_CLASSY04,3.42E-1
282,Humans_duc_C,Machines_soa_CLASSY11,5.58E-3
283,Humans_duc_C,Machines_soa_DPP,5.66E-4
284,Humans_duc_C,Machines_soa_ICSISumm,1.74E-2
285,Humans_duc_C,Machines_soa_OCCAMS_V,3.13E-1
286,Humans_duc_C,Machines_soa_RegSum,7.26E-10
287,Humans_duc_C,Machines_soa_Submodular,1.18E-3
297,Humans_duc_D,Humans_duc_E,3.07E-1
298,Humans_duc_D,Humans_duc_F,2.76E-2
299,Humans_duc_D,Humans_duc_G,8.53E-2
300,Humans_duc_D,Humans_duc_H,1.07E-1
301,Humans_duc_D,Humans_movi_101,3.07E-3
302,Humans_duc_D,Humans_movi_102,1.78E-2
303,Humans_duc_D,Humans_movi_103,2.21E-2
304,Humans_duc_D,Humans_movi_104,2.84E-2
305,Humans_duc_D,Humans_movi_105,2.05E-1
306,Humans_duc_D,Humans_movi_110,4.01E-2
307,Humans_duc_D,Humans_movi_111,2.54E-2
308,Humans_duc_D,Humans_movi_112,3.46E-2
309,Humans_duc_D,Humans_movi_113,3.03E-4
310,Humans_duc_D,Humans_movi_114,1.05E-5
311,Humans_duc_D,Humans_movi_115,6.44E-6
312,Humans_duc_D,Machines_base_Centroid,7.00E-10
313,Humans_duc_D,Machines_base_FreqSum,6.94E-10
314,Humans_duc_D,Machines_base_GreedyKL,6.97E-10
315,Humans_duc_D,Machines_base_LexRank,7.88E-10
316,Humans_duc_D,Machines_base_TsSum,6.77E-10
317,Humans_duc_D,Machines_soa_CLASSY04,1.56E-1
318,Humans_duc_D,Machines_soa_CLASSY11,5.67E-4
319,Humans_duc_D,Machines_soa_DPP,4.36E-2
320,Humans_duc_D,Machines_soa_ICSISumm,1.71E-3
321,Humans_duc_D,Machines_soa_OCCAMS_V,3.17E-2
322,Humans_duc_D,Machines_soa_RegSum,6.91E-10
323,Humans_duc_D,Machines_soa_Submodular,6.60E-2
334,Humans_duc_E,Humans_duc_F,3.26E-3
335,Humans_duc_E,Humans_duc_G,3.53E-2
336,Humans_duc_E,Humans_duc_H,2.15E-2
337,Humans_duc_E,Humans_movi_101,2.33E-3
338,Humans_duc_E,Humans_movi_102,6.74E-3
339,Humans_duc_E,Humans_movi_103,1.37E-2
340,Humans_duc_E,Humans_movi_104,9.72E-3
341,Humans_duc_E,Humans_movi_105,2.27E-1
342,Humans_duc_E,Humans_movi_110,1.40E-2
343,Humans_duc_E,Humans_movi_111,1.21E-3
344,Humans_duc_E,Humans_movi_112,2.11E-3
345,Humans_duc_E,Humans_movi_113,9.93E-6
346,Humans_duc_E,Humans_movi_114,5.94E-7
347,Humans_duc_E,Humans_movi_115,9.37E-8
348,Humans_duc_E,Machines_base_Centroid,6.96E-10
