,system_a,system_b,p_value
118,Humans_abstr_114,Humans_duc_F,7.90E-8
119,Humans_abstr_114,Humans_duc_G,1.49E-6
120,Humans_abstr_114,Humans_duc_H,2.42E-5
121,Humans_abstr_114,Humans_movi_101,1.63E-6
122,Humans_abstr_114,Humans_movi_102,1.47E-4
123,Humans_abstr_114,Humans_movi_103,1.86E-8
124,Humans_abstr_114,Humans_movi_104,2.54E-6
125,Humans_abstr_114,Humans_movi_105,1.16E-6
126,Humans_abstr_114,Humans_movi_110,4.97E-7
127,Humans_abstr_114,Humans_movi_111,5.22E-7
128,Humans_abstr_114,Humans_movi_112,3.77E-4
129,Humans_abstr_114,Humans_movi_113,9.84E-7
130,Humans_abstr_114,Humans_movi_114,2.46E-4
131,Humans_abstr_114,Humans_movi_115,2.29E-6
132,Humans_abstr_114,Machines_base_Centroid,3.97E-1
133,Humans_abstr_114,Machines_base_FreqSum,2.74E-7
134,Humans_abstr_114,Machines_base_GreedyKL,3.07E-1
135,Humans_abstr_114,Machines_base_LexRank,7.60E-5
136,Humans_abstr_114,Machines_base_TsSum,9.59E-6
137,Humans_abstr_114,Machines_soa_CLASSY04,2.93E-1
138,Humans_abstr_114,Machines_soa_CLASSY11,1.93E-3
139,Humans_abstr_114,Machines_soa_DPP,7.03E-6
140,Humans_abstr_114,Machines_soa_ICSISumm,1.25E-3
141,Humans_abstr_114,Machines_soa_OCCAMS_V,8.39E-9
142,Humans_abstr_114,Machines_soa_RegSum,2.49E-2
143,Humans_abstr_114,Machines_soa_Submodular,1.01E-3
149,Humans_abstr_115,Humans_duc_A,3.42E-9
150,Humans_abstr_115,Humans_duc_B,7.40E-10
151,Humans_abstr_115,Humans_duc_C,8.68E-10
152,Humans_abstr_115,Humans_duc_D,1.43E-9
153,Humans_abstr_115,Humans_duc_E,8.27E-10
154,Humans_abstr_115,Humans_duc_F,7.95E-9
155,Humans_abstr_115,Humans_duc_G,1.11E-8
156,Humans_abstr_115,Humans_duc_H,5.96E-8
157,Humans_abstr_115,Humans_movi_101,2.16E-8
158,Humans_abstr_115,Humans_movi_102,3.05E-6
159,Humans_abstr_115,Humans_movi_103,1.81E-9
160,Humans_abstr_115,Humans_movi_104,2.74E-8
161,Humans_abstr_115,Humans_movi_105,5.02E-8
162,Humans_abstr_115,Humans_movi_110,1.66E-8
163,Humans_abstr_115,Humans_movi_111,1.67E-8
164,Humans_abstr_115,Humans_movi_112,4.27E-7
165,Humans_abstr_115,Humans_movi_113,6.07E-9
166,Humans_abstr_115,Humans_movi_114,1.31E-6
167,Humans_abstr_115,Humans_movi_115,3.78E-8
168,Humans_abstr_115,Machines_base_Centroid,8.65E-3
169,Humans_abstr_115,Machines_base_FreqSum,3.24E-9
170,Humans_abstr_115,Machines_base_GreedyKL,2.03E-3
171,Humans_abstr_115,Machines_base_LexRank,4.98E-7
172,Humans_abstr_115,Machines_base_TsSum,1.06E-8
173,Humans_abstr_115,Machines_soa_CLASSY04,1.38E-3
174,Humans_abstr_115,Machines_soa_CLASSY11,5.85E-7
175,Humans_abstr_115,Machines_soa_DPP,2.05E-8
176,Humans_abstr_115,Machines_soa_ICSISumm,3.44E-7
177,Humans_abstr_115,Machines_soa_OCCAMS_V,8.73E-10
178,Humans_abstr_115,Machines_soa_RegSum,3.04E-5
179,Humans_abstr_115,Machines_soa_Submodular,1.56E-5
186,Humans_duc_A,Humans_duc_B,9.63E-5
187,Humans_duc_A,Humans_duc_C,4.63E-2
188,Humans_duc_A,Humans_duc_D,2.51E-1
189,Humans_duc_A,Humans_duc_E,5.33E-2
190,Humans_duc_A,Humans_duc_F,2.17E-2
191,Humans_duc_A,Humans_duc_G,4.19E-1
192,Humans_duc_A,Humans_duc_H,7.63E-2
193,Humans_duc_A,Humans_movi_101,2.70E-1
194,Humans_duc_A,Humans_movi_102,4.65E-1
195,Humans_duc_A,Humans_movi_103,6.49E-2
196,Humans_duc_A,Humans_movi_104,2.13E-1
197,Humans_duc_A,Humans_movi_105,1.93E-1
198,Humans_duc_A,Humans_movi_110,1.68E-1
199,Humans_duc_A,Humans_movi_111,3.35E-1
200,Humans_duc_A,Humans_movi_112,9.66E-2
201,Humans_duc_A,Humans_movi_113,2.64E-1
202,Humans_duc_A,Humans_movi_114,2.67E-1
203,Humans_duc_A,Humans_movi_115,2.64E-1
204,Humans_duc_A,Machines_base_Centroid,1.30E-5
205,Humans_duc_A,Machines_base_FreqSum,4.08E-1
206,Humans_duc_A,Machines_base_GreedyKL,4.88E-5
207,Humans_duc_A,Machines_base_LexRank,1.38E-1
208,Humans_duc_A,Machines_base_TsSum,1.16E-1
209,Humans_duc_A,Machines_soa_CLASSY04,5.73E-6
210,Humans_duc_A,Machines_soa_CLASSY11,1.74E-3
211,Humans_duc_A,Machines_soa_DPP,2.02E-1
212,Humans_duc_A,Machines_soa_ICSISumm,6.05E-3
213,Humans_duc_A,Machines_soa_OCCAMS_V,2.07E-1
214,Humans_duc_A,Machines_soa_RegSum,2.02E-3
215,Humans_duc_A,Machines_soa_Submodular,1.68E-1
223,Humans_duc_B,Humans_duc_C,3.01E-4
224,Humans_duc_B,Humans_duc_D,2.58E-5
225,Humans_duc_B,Humans_duc_E,6.53E-4
226,Humans_duc_B,Humans_duc_F,1.12E-2
227,Humans_duc_B,Humans_duc_G,5.98E-5
228,Humans_duc_B,Humans_duc_H,3.42E-6
229,Humans_duc_B,Humans_movi_101,1.29E-5
230,Humans_duc_B,Humans_movi_102,4.03E-3
231,Humans_duc_B,Humans_movi_103,2.66E-3
232,Humans_duc_B,Humans_movi_104,2.03E-3
233,Humans_duc_B,Humans_movi_105,2.12E-3
234,Humans_duc_B,Humans_movi_110,1.67E-3
235,Humans_duc_B,Humans_movi_111,7.52E-4
236,Humans_duc_B,Humans_movi_112,1.26E-5
237,Humans_duc_B,Humans_movi_113,1.68E-3
238,Humans_duc_B,Humans_movi_114,4.39E-5
239,Humans_duc_B,Humans_movi_115,7.01E-4
240,Humans_duc_B,Machines_base_Centroid,2.43E-8
241,Humans_duc_B,Machines_base_FreqSum,5.37E-5
242,Humans_duc_B,Machines_base_GreedyKL,6.37E-9
243,Humans_duc_B,Machines_base_LexRank,4.16E-6
244,Humans_duc_B,Machines_base_TsSum,1.18E-6
245,Humans_duc_B,Machines_soa_CLASSY04,2.80E-9
246,Humans_duc_B,Machines_soa_CLASSY11,1.16E-7
247,Humans_duc_B,Machines_soa_DPP,1.49E-6
248,Humans_duc_B,Machines_soa_ICSISumm,6.29E-8
249,Humans_duc_B,Machines_soa_OCCAMS_V,1.96E-4
250,Humans_duc_B,Machines_soa_RegSum,9.29E-8
251,Humans_duc_B,Machines_soa_Submodular,7.65E-5
260,Humans_duc_C,Humans_duc_D,1.42E-1
261,Humans_duc_C,Humans_duc_E,4.96E-1
262,Humans_duc_C,Humans_duc_F,1.10E-1
263,Humans_duc_C,Humans_duc_G,9.74E-2
264,Humans_duc_C,Humans_duc_H,2.78E-4
265,Humans_duc_C,Humans_movi_101,3.49E-3
266,Humans_duc_C,Humans_movi_102,1.78E-1
267,Humans_duc_C,Humans_movi_103,4.34E-1
268,Humans_duc_C,Humans_movi_104,4.04E-1
269,Humans_duc_C,Humans_movi_105,3.92E-1
270,Humans_duc_C,Humans_movi_110,3.70E-1
271,Humans_duc_C,Humans_movi_111,8.82E-2
272,Humans_duc_C,Humans_movi_112,3.97E-3
273,Humans_duc_C,Humans_movi_113,2.93E-1
274,Humans_duc_C,Humans_movi_114,2.47E-2
275,Humans_duc_C,Humans_movi_115,4.31E-1
276,Humans_duc_C,Machines_base_Centroid,1.38E-7
277,Humans_duc_C,Machines_base_FreqSum,5.43E-2
278,Humans_duc_C,Machines_base_GreedyKL,1.12E-7
279,Humans_duc_C,Machines_base_LexRank,1.51E-3
280,Humans_duc_C,Machines_base_TsSum,1.21E-3
281,Humans_duc_C,Machines_soa_CLASSY04,7.76E-9
282,Humans_duc_C,Machines_soa_CLASSY11,1.09E-6
283,Humans_duc_C,Machines_soa_DPP,7.85E-3
284,Humans_duc_C,Machines_soa_ICSISumm,1.57E-5
285,Humans_duc_C,Machines_soa_OCCAMS_V,1.37E-1
286,Humans_duc_C,Machines_soa_RegSum,8.03E-6
287,Humans_duc_C,Machines_soa_Submodular,1.03E-2
297,Humans_duc_D,Humans_duc_E,1.36E-1
298,Humans_duc_D,Humans_duc_F,2.85E-2
299,Humans_duc_D,Humans_duc_G,3.52E-1
300,Humans_duc_D,Humans_duc_H,5.75E-3
301,Humans_duc_D,Humans_movi_101,5.88E-2
302,Humans_duc_D,Humans_movi_102,3.78E-1
303,Humans_duc_D,Humans_movi_103,1.68E-1
304,Humans_duc_D,Humans_movi_104,3.03E-1
305,Humans_duc_D,Humans_movi_105,3.27E-1
306,Humans_duc_D,Humans_movi_110,2.93E-1
307,Humans_duc_D,Humans_movi_111,3.03E-1
308,Humans_duc_D,Humans_movi_112,2.17E-2
309,Humans_duc_D,Humans_movi_113,4.38E-1
310,Humans_duc_D,Humans_movi_114,1.22E-1
311,Humans_duc_D,Humans_movi_115,2.97E-1
312,Humans_duc_D,Machines_base_Centroid,8.11E-7
313,Humans_duc_D,Machines_base_FreqSum,2.36E-1
314,Humans_duc_D,Machines_base_GreedyKL,1.58E-6
315,Humans_duc_D,Machines_base_LexRank,1.93E-2
316,Humans_duc_D,Machines_base_TsSum,1.84E-2
317,Humans_duc_D,Machines_soa_CLASSY04,1.71E-7
318,Humans_duc_D,Machines_soa_CLASSY11,4.16E-5
319,Humans_duc_D,Machines_soa_DPP,5.54E-2
320,Humans_duc_D,Machines_soa_ICSISumm,3.13E-4
321,Humans_duc_D,Machines_soa_OCCAMS_V,4.34E-1
322,Humans_duc_D,Machines_soa_RegSum,8.27E-5
323,Humans_duc_D,Machines_soa_Submodular,5.79E-2
334,Humans_duc_E,Humans_duc_F,1.80E-1
335,Humans_duc_E,Humans_duc_G,1.26E-1
336,Humans_duc_E,Humans_duc_H,1.36E-3
337,Humans_duc_E,Humans_movi_101,1.08E-2
338,Humans_duc_E,Humans_movi_102,1.61E-1
339,Humans_duc_E,Humans_movi_103,5.00E-1
340,Humans_duc_E,Humans_movi_104,2.97E-1
341,Humans_duc_E,Humans_movi_105,3.38E-1
342,Humans_duc_E,Humans_movi_110,3.14E-1
343,Humans_duc_E,Humans_movi_111,1.41E-1
344,Humans_duc_E,Humans_movi_112,3.78E-3
345,Humans_duc_E,Humans_movi_113,2.45E-1
346,Humans_duc_E,Humans_movi_114,2.85E-2
347,Humans_duc_E,Humans_movi_115,2.93E-1
348,Humans_duc_E,Machines_base_Centroid,5.70E-7
